Waktu ,SKU,Nama Barang,Jumlah Keluar,Harga Jual,Total,Catatan
2017-12-23 0:50:33,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171223-782145
2017-12-23 0:50:33,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171223-782145
2017-12-22 20:39:53,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171222-840752
2017-12-22 19:40:04,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171222-676465
2017-12-22 17:07:03,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171222-248398
2017-12-22 14:32:38,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171222-727604
2017-12-22 11:23:41,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171222-786404
2017-12-22 11:23:41,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171222-786404
2017-12-22 11:14:43,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171222-201752
2017-12-22 9:33:10,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171222-982315
2017-12-22 8:14:23,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171222-230195
2017-12-22 8:14:23,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171222-230195
2017-12-22 6:10:26,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171222-926643
2017-12-22 4:48:09,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171222-146782
2017-12-22 4:01:06,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171222-892571
2017-12-22 3:52:21,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171222-281844
2017-12-22 1:33:21,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,"Rp115,000","Rp115,000",Pesanan ID-20171222-395224
2017-12-22 1:33:21,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171222-395224
2017-12-22 1:19:20,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171222-485336
2017-12-21 23:23:05,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171221-247562
2017-12-21 15:06:24,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171221-276368
2017-12-21 15:06:24,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171221-276368
2017-12-21 14:35:49,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171221-884507
2017-12-21 14:17:59,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171221-947136
2017-12-21 14:17:59,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171221-947136
2017-12-21 14:07:08,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171221-887820
2017-12-21 12:29:29,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171221-224824
2017-12-21 9:30:07,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp110,000","Rp110,000",Pesanan ID-20171221-982438
2017-12-21 9:30:07,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171221-982438
2017-12-21 7:13:39,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171221-434277
2017-12-21 7:13:39,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171221-434277
2017-12-21 7:03:46,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171221-341754
2017-12-21 5:48:44,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171221-778447
2017-12-21 5:23:41,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171221-862259
2017-12-21 5:20:17,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171221-416618
2017-12-21 4:56:10,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171221-591867
2017-12-21 4:56:10,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171221-591867
2017-12-21 4:20:43,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171221-489943
2017-12-21 3:37:46,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171221-556617
2017-12-21 3:29:04,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171221-438382
2017-12-21 3:03:04,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,"Rp130,000","Rp130,000",Pesanan ID-20171221-127970
2017-12-21 2:01:32,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171221-401370
2017-12-21 2:01:32,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171221-401370
2017-12-21 1:49:46,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171221-968892
2017-12-21 1:33:13,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171220-099630
2017-12-20 23:34:17,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171220-490544
2017-12-20 14:40:42,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171220-815765
2017-12-20 13:01:36,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171220-047639
2017-12-20 13:01:36,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171220-047639
2017-12-20 12:42:27,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171220-078425
2017-12-20 12:35:08,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171220-375445
2017-12-20 12:35:08,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp115,000","Rp115,000",Pesanan ID-20171220-375445
2017-12-20 11:20:17,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171220-592432
2017-12-20 9:33:03,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171220-834180
2017-12-20 9:33:03,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171220-834180
2017-12-20 9:11:12,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171220-471568
2017-12-20 9:07:51,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171220-821953
2017-12-20 8:41:03,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171220-474418
2017-12-20 8:30:55,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171220-259571
2017-12-20 6:45:13,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",2,"Rp110,000","Rp220,000",Pesanan ID-20171220-176077
2017-12-20 6:25:13,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171220-618461
2017-12-20 6:15:10,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171220-398590
2017-12-20 6:10:04,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171220-117153
2017-12-20 5:32:35,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171220-883650
2017-12-20 5:22:31,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp120,000","Rp120,000",Pesanan ID-20171220-645545
2017-12-20 5:22:31,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171220-645545
2017-12-20 4:01:28,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,"Rp110,000","Rp110,000",Pesanan ID-20171220-308624
2017-12-20 2:07:30,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,"Rp110,000","Rp110,000",Pesanan ID-20171220-008321
2017-12-20 2:07:30,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171220-008321
2017-12-20 0:39:22,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171220-958439
2017-12-19 23:33:54,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,Rp0,Rp0,Barang Hilang
2017-12-19 23:19:12,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171219-609793
2017-12-19 20:01:17,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171219-149311
2017-12-19 18:32:25,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171219-712414
2017-12-19 16:03:54,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171219-002301
2017-12-19 16:03:54,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,"Rp130,000","Rp130,000",Pesanan ID-20171219-002301
2017-12-19 15:55:46,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171219-108570
2017-12-19 15:24:24,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171219-954395
2017-12-19 14:36:59,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171219-545007
2017-12-19 13:57:03,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp0,Rp0,Barang Rusak
2017-12-19 11:52:31,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171219-756806
2017-12-19 11:52:31,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171219-756806
2017-12-19 11:50:53,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171219-018427
2017-12-19 11:37:39,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171219-616023
2017-12-19 8:42:08,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171219-728779
2017-12-19 8:42:08,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171219-728779
2017-12-19 6:32:39,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171219-541851
2017-12-19 6:32:39,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171219-541851
2017-12-19 5:29:11,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171219-325440
2017-12-19 5:22:27,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,"Rp130,000","Rp130,000",Pesanan ID-20171219-660663
2017-12-19 4:24:43,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,"Rp130,000","Rp130,000",Pesanan ID-20171219-991877
2017-12-19 2:30:02,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171219-407650
2017-12-19 2:30:02,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171219-407650
2017-12-19 2:24:04,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171219-820190
2017-12-19 0:45:07,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171219-006660
2017-12-19 0:30:00,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171219-877017
2017-12-19 0:30:00,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171219-877017
2017-12-18 22:53:26,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171218-458154
2017-12-18 22:53:26,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171218-458154
2017-12-18 21:07:24,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171218-178794
2017-12-18 17:30:10,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp115,000","Rp115,000",Pesanan ID-20171218-003168
2017-12-18 15:11:23,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp125,000","Rp125,000",Pesanan ID-20171218-939838
2017-12-18 15:11:23,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171218-939838
2017-12-18 13:30:09,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171218-501011
2017-12-18 6:08:13,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,Rp0,Rp0,Barang Rusak
2017-12-18 5:58:14,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171218-494264
2017-12-18 4:35:40,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171218-867678
2017-12-18 4:04:10,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171218-641873
2017-12-18 3:47:57,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171218-760425
2017-12-18 3:47:57,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171218-760425
2017-12-18 3:04:03,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171218-987578
2017-12-18 2:01:21,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp0,Rp0,Barang Rusak
2017-12-17 23:20:25,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171217-255703
2017-12-17 16:39:07,SSI-D00791015-LL-BWH,"Zalekia Plain Casual Blouse (L,Broken White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171217-648198
2017-12-17 16:39:07,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171217-648198
2017-12-17 15:19:21,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171217-643005
2017-12-17 15:10:52,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171217-811086
2017-12-17 14:59:48,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171217-488414
2017-12-17 14:29:01,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171217-042229
2017-12-17 14:00:42,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171217-819059
2017-12-17 14:00:42,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171217-819059
2017-12-17 12:55:09,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171217-599203
2017-12-17 12:02:52,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171217-374208
2017-12-17 12:02:29,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",2,"Rp130,000","Rp260,000",Pesanan ID-20171217-010440
2017-12-17 10:56:26,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171217-942516
2017-12-17 10:12:22,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171217-327498
2017-12-17 10:12:22,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171217-327498
2017-12-17 10:08:38,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp110,000","Rp110,000",Pesanan ID-20171217-479585
2017-12-17 9:57:48,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp115,000","Rp115,000",Pesanan ID-20171217-463725
2017-12-17 8:59:12,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171217-361852
2017-12-17 8:19:05,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171217-819899
2017-12-17 8:19:05,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171217-819899
2017-12-17 7:13:04,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171217-885027
2017-12-17 5:38:00,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171217-480014
2017-12-17 2:35:16,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp0,Rp0,Barang Hilang
2017-12-17 2:03:15,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171217-167483
2017-12-16 23:53:32,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp125,000","Rp125,000",Pesanan ID-20171216-174197
2017-12-16 23:30:33,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171216-974062
2017-12-16 22:51:41,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171216-240045
2017-12-16 22:45:18,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp115,000","Rp115,000",Pesanan ID-20171216-720224
2017-12-16 22:42:58,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171216-711419
2017-12-16 15:02:38,SSI-D00791015-LL-BWH,"Zalekia Plain Casual Blouse (L,Broken White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171216-309410
2017-12-16 15:02:26,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,"Rp115,000","Rp115,000",Pesanan ID-20171216-722557
2017-12-16 13:02:25,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171216-684905
2017-12-16 12:00:35,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171216-824257
2017-12-16 12:00:35,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171216-824257
2017-12-16 11:59:37,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171216-329896
2017-12-16 11:13:09,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171216-918194
2017-12-16 11:13:09,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171216-918194
2017-12-16 10:26:19,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171216-158483
2017-12-16 9:22:53,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171216-794522
2017-12-16 8:48:58,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171216-607457
2017-12-16 8:48:58,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171216-607457
2017-12-16 8:36:06,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp110,000","Rp110,000",Pesanan ID-20171216-305522
2017-12-16 8:17:41,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171216-545720
2017-12-16 8:09:14,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171216-723615
2017-12-16 8:01:53,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,"Rp115,000","Rp115,000",Pesanan ID-20171216-851929
2017-12-16 7:50:06,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171216-375599
2017-12-16 7:09:06,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171216-904144
2017-12-16 7:01:30,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171216-141192
2017-12-16 6:59:33,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp0,Rp0,Barang Rusak
2017-12-16 6:37:31,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171216-529237
2017-12-16 3:11:43,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171216-098546
2017-12-16 3:11:43,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171216-098546
